 x,y,z,P,u,v,w,V
  0.0993,   0.9355,   0.0000,  -0.1040,  0.05388,  0.18441,  0.00000,  0.19212
  0.0993,   0.9677,   0.0000,  -0.0938,  0.33521,  0.10089,  0.00000,  0.35007
  0.0993,   1.0000,   0.0000,  -0.0814,  1.00000,  0.00000,  0.00000,  1.00000
  0.1325,   0.0000,   0.0000,  -0.0072,  0.00000,  0.00000,  0.00000,  0.00000
  0.1325,   0.0323,   0.0000,  -0.0070,  0.00052,  0.00053,  0.00000,  0.00075
  0.1325,   0.0645,   0.0000,  -0.0068, -0.00019,  0.00164,  0.00000,  0.00165
  0.1325,   0.0968,   0.0000,  -0.0067, -0.00175,  0.00320,  0.00000,  0.00364
  0.1325,   0.1290,   0.0000,  -0.0065, -0.00377,  0.00527,  0.00000,  0.00648
  0.1325,   0.1613,   0.0000,  -0.0064, -0.00602,  0.00800,  0.00000,  0.01001
  0.1325,   0.1935,   0.0000,  -0.0062, -0.00837,  0.01149,  0.00000,  0.01421
  0.1325,   0.2258,   0.0000,  -0.0061, -0.01076,  0.01579,  0.00000,  0.01911
  0.1325,   0.2581,   0.0000,  -0.0061, -0.01316,  0.02096,  0.00000,  0.02475
  0.1325,   0.2903,   0.0000,  -0.0062, -0.01556,  0.02699,  0.00000,  0.03115
  0.1325,   0.3226,   0.0000,  -0.0063, -0.01794,  0.03388,  0.00000,  0.03833
  0.1325,   0.3548,   0.0000,  -0.0067, -0.02030,  0.04162,  0.00000,  0.04631
  0.1325,   0.3871,   0.0000,  -0.0072, -0.02265,  0.05019,  0.00000,  0.05507
  0.1325,   0.4194,   0.0000,  -0.0079, -0.02500,  0.05956,  0.00000,  0.06460
  0.1325,   0.4516,   0.0000,  -0.0089, -0.02735,  0.06971,  0.00000,  0.07489
  0.1325,   0.4839,   0.0000,  -0.0102, -0.02976,  0.08061,  0.00000,  0.08593
  0.1325,   0.5161,   0.0000,  -0.0119, -0.03225,  0.09224,  0.00000,  0.09771
  0.1325,   0.5484,   0.0000,  -0.0139, -0.03491,  0.10456,  0.00000,  0.11023
  0.1325,   0.5806,   0.0000,  -0.0164, -0.03782,  0.11755,  0.00000,  0.12348
  0.1325,   0.6129,   0.0000,  -0.0194, -0.04110,  0.13117,  0.00000,  0.13745
  0.1325,   0.6452,   0.0000,  -0.0230, -0.04490,  0.14536,  0.00000,  0.15213
  0.1325,   0.6774,   0.0000,  -0.0272, -0.04936,  0.16000,  0.00000,  0.16744
  0.1325,   0.7097,   0.0000,  -0.0322, -0.05462,  0.17488,  0.00000,  0.18321
  0.1325,   0.7419,   0.0000,  -0.0380, -0.06067,  0.18954,  0.00000,  0.19901
  0.1325,   0.7742,   0.0000,  -0.0448, -0.06711,  0.20315,  0.00000,  0.21395
  0.1325,   0.8065,   0.0000,  -0.0524, -0.07256,  0.21415,  0.00000,  0.22611
  0.1325,   0.8387,   0.0000,  -0.0607, -0.07329,  0.21976,  0.00000,  0.23166
  0.1325,   0.8710,   0.0000,  -0.0688, -0.06008,  0.21525,  0.00000,  0.22348
  0.1325,   0.9032,   0.0000,  -0.0745, -0.01101,  0.19321,  0.00000,  0.19352
  0.1325,   0.9355,   0.0000,  -0.0736,  0.11954,  0.14457,  0.00000,  0.18759
  0.1325,   0.9677,   0.0000,  -0.0584,  0.41848,  0.06933,  0.00000,  0.42419
  0.1325,   1.0000,   0.0000,  -0.0461,  1.00000,  0.00000,  0.00000,  1.00000
  0.1656,   0.0000,   0.0000,  -0.0076,  0.00000,  0.00000,  0.00000,  0.00000
  0.1656,   0.0323,   0.0000,  -0.0074, -0.00033,  0.00048,  0.00000,  0.00059
  0.1656,   0.0645,   0.0000,  -0.0072, -0.00171,  0.00175,  0.00000,  0.00244
  0.1656,   0.0968,   0.0000,  -0.0070, -0.00388,  0.00368,  0.00000,  0.00535
  0.1656,   0.1290,   0.0000,  -0.0068, -0.00658,  0.00630,  0.00000,  0.00911
  0.1656,   0.1613,   0.0000,  -0.0066, -0.00959,  0.00965,  0.00000,  0.01361
  0.1656,   0.1935,   0.0000,  -0.0065, -0.01277,  0.01382,  0.00000,  0.01882
  0.1656,   0.2258,   0.0000,  -0.0064, -0.01605,  0.01885,  0.00000,  0.02475
  0.1656,   0.2581,   0.0000,  -0.0064, -0.01935,  0.02475,  0.00000,  0.03142
  0.1656,   0.2903,   0.0000,  -0.0065, -0.02266,  0.03155,  0.00000,  0.03885
  0.1656,   0.3226,   0.0000,  -0.0067, -0.02594,  0.03923,  0.00000,  0.04703
  0.1656,   0.3548,   0.0000,  -0.0071, -0.02917,  0.04777,  0.00000,  0.05597
  0.1656,   0.3871,   0.0000,  -0.0076, -0.03237,  0.05712,  0.00000,  0.06565
  0.1656,   0.4194,   0.0000,  -0.0084, -0.03552,  0.06725,  0.00000,  0.07606
  0.1656,   0.4516,   0.0000,  -0.0094, -0.03864,  0.07812,  0.00000,  0.08715
  0.1656,   0.4839,   0.0000,  -0.0107, -0.04176,  0.08965,  0.00000,  0.09890
  0.1656,   0.5161,   0.0000,  -0.0124, -0.04493,  0.10179,  0.00000,  0.11127
  0.1656,   0.5484,   0.0000,  -0.0144, -0.04820,  0.11447,  0.00000,  0.12420
  0.1656,   0.5806,   0.0000,  -0.0168, -0.05165,  0.12758,  0.00000,  0.13764
  0.1656,   0.6129,   0.0000,  -0.0197, -0.05536,  0.14101,  0.00000,  0.15149
  0.1656,   0.6452,   0.0000,  -0.0231, -0.05942,  0.15457,  0.00000,  0.16560
  0.1656,   0.6774,   0.0000,  -0.0270, -0.06386,  0.16799,  0.00000,  0.17972
  0.1656,   0.7097,   0.0000,  -0.0315, -0.06861,  0.18085,  0.00000,  0.19342
  0.1656,   0.7419,   0.0000,  -0.0365, -0.07331,  0.19244,  0.00000,  0.20593
  0.1656,   0.7742,   0.0000,  -0.0420, -0.07696,  0.20166,  0.00000,  0.21585
  0.1656,   0.8065,   0.0000,  -0.0478, -0.07725,  0.20673,  0.00000,  0.22069
  0.1656,   0.8387,   0.0000,  -0.0533, -0.06900,  0.20488,  0.00000,  0.21619
  0.1656,   0.8710,   0.0000,  -0.0575, -0.04121,  0.19202,  0.00000,  0.19639
  0.1656,   0.9032,   0.0000,  -0.0588,  0.02859,  0.16272,  0.00000,  0.16521
  0.1656,   0.9355,   0.0000,  -0.0540,  0.18104,  0.11363,  0.00000,  0.21375
  0.1656,   0.9677,   0.0000,  -0.0393,  0.48362,  0.04932,  0.00000,  0.48613
  0.1656,   1.0000,   0.0000,  -0.0290,  1.00000,  0.00000,  0.00000,  1.00000
